X1,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
122511,Austria,"Very ripe notions of red-cheeked mirabelle plums and sun-ripened apricots with an edge of nettle shimmer on the nose. The palate is a clearly delineated but gorgeous canvas for foliage-fringed citrus—mandarin, clementine and tangerine all vie for space while yuzu adds spice and savor. There is generosity and slenderness. The finish is ultra clean and the entire wine is surprisingly approachable. Drink this now and rejoice, or keep it and look forward: In either case, this is a delicious fruity trinket of pure pleasure. Drink 2017–2040.",Heiligenstein Alte Reben Reserve,95,75,Kamptal,NA,NA,Anne Krebiehl MW,@AnneInVino,Bründlmayer 2015 Heiligenstein Alte Reben Reserve Riesling (Kamptal),Riesling,Bründlmayer
93984,France,"Produced from Pinot Gris, this is so crisp and fresh. It has light red currant flavors that give an intensely fruity character to this attractive wine that is ready to drink now.",NA,85,19,Loire Valley,Reuilly,NA,Roger Voss,@vossroger,Denis Jamain 2014 Rosé (Reuilly),Rosé,Denis Jamain
105833,US,"A minty, light-bodied Cab with plenty of layered texture and flavors of plum.",NA,87,31,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Chateau Molyneaux 2009 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Chateau Molyneaux
26453,Germany,"A note of waxy honeycomb glazes the nose and palate of this lusciously ripe dry Riesling. Its rich almost oily mouthfeel is deeply satisfying, but balanced keenly with spurts of bright white grapefruit and lemon zest. Its finish is long and penetrating, marked by complexities of saffron and pollen.",Oestrich Doosberg Trocken GG,94,70,Rheingau,NA,NA,Anna Lee C. Iijima,NA,Peter Jakob Kühn 2013 Oestrich Doosberg Trocken GG Riesling (Rheingau),Riesling,Peter Jakob Kühn
103186,US,"Dark, rich mountain blueberry and blackberry form the core of this classically delicious Napa Valley wine from an estate vineyard. Velvety dark chocolate melts over integrated tannins and a medium-strength body, the finish lengthy, dusty and well-structured. Age through 2020–2022.",Cloudy's Vineyard,93,125,California,Napa Valley,Napa,Virginie Boone,@vboone,Janzen 2012 Cloudy's Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Janzen
37193,US,"This wine is mostly Cabernet Sauvignon (50%) and Franc (43%) finished off with Merlot. A blend of Stillwater Creek and Stonetree vineyards, it leads with fresh herb, game, black cherry and barrel-spice aromas. The flavors are more reserved than the aromas suggest, pulling up toward the finish.",The Wanted,88,37,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Guardian 2013 The Wanted Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Guardian
120703,Italy,"Ripe berry and spice aromas take center stage in the 100% Montelpulciano from Marche. The ripe, round palate delivers juicy black cherry and black berry along with cinnamon-spice. There's no complexity here but it's ripe, round and delicious. Enjoy this soon.",Primo di Tre,87,19,Central Italy,Rosso Conero,NA,Kerin O’Keefe,@kerinokeefe,Angeli di Varano 2012 Primo di Tre  (Rosso Conero),Montepulciano,Angeli di Varano
95842,France,"Ripe and fruity, this is a round, soft wine that shows the jammy character of Pinot Noir. It has a straight line of acidity that cuts through the fruit, which makes for an attractive, light finish.",Les Beaumonts,87,28,Burgundy,Chorey-lès-Beaune,NA,Roger Voss,@vossroger,Domaine A. Machard de Gramont 2010 Les Beaumonts  (Chorey-lès-Beaune),Pinot Noir,Domaine A. Machard de Gramont
88242,Austria,"While the nose wants to give little away, the palate speaks of crunchy, fresh red cherry. The medium body carries this fruit with ease and gives the necessary structure. The tenor of this is playful, fruit forward and most enjoyable, with a suitably peppery finish. Drink soon.",Trie Rot,89,14,Burgenland,NA,NA,Anne Krebiehl MW,@AnneInVino,Gunter Triebaumer 2015 Trie Rot Red (Burgenland),Austrian Red Blend,Gunter Triebaumer
61823,Italy,"Ripasso Le Morete offers warming aromas of mature fruit and dark spice followed by brighter tones of black cherry and mesquite. The wine happily delivers both intensity and brightness with thick, textured tannins on the close.",Le Morete,89,18,Veneto,Valpolicella Classico Superiore Ripasso,NA,NA,NA,Manara 2008 Le Morete  (Valpolicella Classico Superiore Ripasso),"Corvina, Rondinella, Molinara",Manara
117926,US,"Cabernet Sauvignon, Malbec and Petit Verdot from the trio of this blend, yielding rounded, red fruit-driven flavor. Dense tannins shoulder its body and weight, as savory anise, dried herb and pencil characteristics figure in.",Trilogy,92,80,California,Napa Valley,Napa,Virginie Boone,@vboone,Flora Springs 2014 Trilogy Red (Napa Valley),Bordeaux-style Red Blend,Flora Springs
128329,Italy,"Here's a riserva Brunello that opens with inky, dark concentration and tertiary aromas of graham cracker, dried carob powder and ripe berry fruit. The wine shows a dusty, powdery side that makes it appear older than it really is. Black currant, cured meat and leather appear on the close. Drink now.",Riserva,90,100,Tuscany,Brunello di Montalcino,NA,NA,NA,Lazzeretti 2007 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Lazzeretti
23340,France,"A wine that seems lean, even angular at first. It does, though, have a good depth of black plum skin fruits. The finish continues the tough theme, showing that it needs several years of softening up.",NA,90,NA,Bordeaux,Pauillac,NA,Roger Voss,@vossroger,Château Croizet-Bages 2008  Pauillac,Bordeaux-style Red Blend,Château Croizet-Bages
104759,Portugal,"This bold, firm wine strikes a fine balance between structure and ripe black plum fruit. It has dense tannins that indicate it needs time. A blend of Touriga Nacional, Tinta Roriz and Touriga Franca, it will be ready from 2018.",Tonel 22,88,12,Douro,NA,NA,Roger Voss,@vossroger,Enoport 2015 Tonel 22 Red (Douro),Portuguese Red,Enoport
83646,US,"Near equal parts Cabernet Sauvignon, Merlot and Malbec with a healthy dash of Petit Verdot providing the frame, it displays notes of toast, coffee, chocolate, plum and woodspice with abundant blue fruit and coffee flavors.",The Reserve,90,30,Washington,Horse Heaven Hills,Columbia Valley,Sean P. Sullivan,@wawinereport,14 Hands 2011 The Reserve Red (Horse Heaven Hills),Red Blend,14 Hands
64123,Italy,"Pinot Grigio grape berries aren't actually gray; instead they are tinged with pink or purple. Maybe it is just the power of suggestion, but this wine even seems to taste pink, showcasing ripe berries and apples that are backed by tangy acids and great length. Classy stuff.",NA,90,23,Northeastern Italy,Friuli Venezia Giulia,NA,Joe Czerwinski,@JoeCz,Livio Felluga 2002 Pinot Grigio (Friuli Venezia Giulia),Pinot Grigio,Livio Felluga
26111,US,"This wine carries a whiff of honeyed fig, which opens out into a luscious, rich, satisfying, full-bodied Sémillon. It's a complete wine, which seems to run through a lifetime's evolution in the mouth, finishing with a creamy, plush mix of fruit and barrel. Long, seamless and delicious.",Stillwater Creek Vineyard,91,18,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Merry Cellars 2006 Stillwater Creek Vineyard Sémillon (Columbia Valley (WA)),Sémillon,Merry Cellars
43130,Italy,"Solalto is a pretty dessert wine with a dark amber color and simple aromas of toasted almond, apricot honey, pine nut and maple syrup. The texture is thick and gritty in places and the wine delivers genuine and easygoing appeal.",Solalto,87,55,Tuscany,Maremma,NA,NA,NA,Fattoria Le Pupille 2005 Solalto White (Maremma),White Blend,Fattoria Le Pupille
63104,France,"Lean and firm, the wine has a dry, tannic layer that is emphasized by a burnt, smoky character. The fruit needs time and is likely to be austere.",La Réserve d'Amélie,84,22,Beaujolais,Moulin-à-Vent,NA,Roger Voss,@vossroger,Gérard Charvet 2013 La Réserve d'Amélie  (Moulin-à-Vent),Gamay,Gérard Charvet
119008,US,"Innocuous red fruit and a density of baked plum provide a fruity plushness in this travel-size wine, 100% varietal with ample tannin.",The Closer,85,13,California,Coombsville,Napa,Virginie Boone,@vboone,FlyWine 2013 The Closer Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,FlyWine
30953,US,"A nice Chardonnay to drink now, with rich tropical fruit, apple and pear flavors, enhanced with vanilla and smoky oak. One of the more successful Silverado Chardonnays of recent years.",Estate Grown,87,25,California,Napa Valley,Napa,NA,NA,Silverado 2009 Estate Grown Chardonnay (Napa Valley),Chardonnay,Silverado
56802,US,"With this 2008, Taz brings to the table a wonderful Chardonnay at a great price. It's dry and crisply acidic, with bright, perky flavors of oranges, peaches, Meyer lemons and smoky vanilla. Really nice and clean, a lovely wine and a good restaurant by-the-glass selection. Production was 9,000 cases.",NA,90,18,California,Santa Barbara County,Central Coast,NA,NA,Taz 2008 Chardonnay (Santa Barbara County),Chardonnay,Taz
49635,US,"Soft and syrupy, with semisweet flavors of berries and anise.",Rosso Di California,80,10,California,California,California Other,NA,NA,Ca' Momi 2007 Rosso Di California Red (California),Red Blend,Ca' Momi
88289,US,"Has a nice texture, like silk in the mouth, and lots of zesty acidity, just the way you want Pinot to be. Lots of ripe red and black cherry, cola, sassafras and persimmon flavors, too. It's tempting to rave about this wine, until a certain unripeness hits. It's subtle, but distracting, and destroys ageability.",NA,86,42,California,Russian River Valley,Sonoma,NA,NA,Keefer Ranch 2009 Pinot Noir (Russian River Valley),Pinot Noir,Keefer Ranch
46922,Spain,"Plum and blueberry aromas display a hint of desert herbs. A full dense palate is jammy in feel, while blackberry and prune flavors come with herbal savory notes. A mix of toasty oak and prune-like flavors on the finish leave a lasting impression of maximum ripeness. Drink through 2021.",Sein,89,45,Levante,Alicante,NA,Michael Schachner,@wineschach,Vinessens 2013 Sein Monastrell-Syrah (Alicante),Monastrell-Syrah,Vinessens
4192,Chile,"Smoky, rubbery aromas of plum and foresty berry fruits turn damp and earthy with airing. This feels wiry, with tomato, herbal plum and boysenberry flavors. Barrel spice and toasty oak take over on the finish.",Reserva,87,13,Rapel Valley,NA,NA,Michael Schachner,@wineschach,Casas del Bosque 2013 Reserva Carmenère (Rapel Valley),Carmenère,Casas del Bosque
123914,Italy,This simple white offers exotic fruit aromas while the bright palate shows banana and pineapple notes. Zesty acidity gives it a refreshing finish.,NA,85,NA,Southern Italy,Greco di Tufo,NA,Kerin O’Keefe,@kerinokeefe,Antica Hirpinia 2016  Greco di Tufo,Greco,Antica Hirpinia
94430,Italy,"Beautiful fruit intensity sets the stage and is embellished by pretty tones of honey, yellow flower and exotic fruit. This is a wonderful Vernaccia with a generous personality and a creamy feel in the mouth that imparts dense fruit and a fresh finish.",NA,88,15,Tuscany,Vernaccia di San Gimignano,NA,NA,NA,Fattoria il Palagio 2006  Vernaccia di San Gimignano,Vernaccia,Fattoria il Palagio
75016,US,"Voluptuous and a bit brawny, this ebulliently perfumed Gewürztraminer is hardly a wall flower. It's lavishly fruity, bursting of sun-kissed grapefruit, lychee and white-peach flavors. Yielding acidity and a richly dense mouth-filling texture leave a lingering kiss of warmth on the finish. Drink now through 2019.",NA,88,15,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,NA,Lamoreaux Landing 2015 Gewürztraminer (Finger Lakes),Gewürztraminer,Lamoreaux Landing
33545,Spain,"Smooth and inviting from the start, with floral aromas, popping cherry and ripe plum on the bouquet. Feels fresh and forward, with black cherry, cola, baked plum and spice flavors. Gets it right all the way through, with smoothness and chocolaty oak on the finish. Drink now through 2015.",Reserva,92,41,Northern Spain,Rioja,NA,Michael Schachner,@wineschach,Valenciso 2005 Reserva  (Rioja),Tempranillo,Valenciso
2256,Australia,"Not a wine for the faint of heart. Alluring notes of raspberry, blackberry, smoke and coconut set the scene for powerful flavors of strawberry and black pepper in the mouth. Tannins are abundant but polished. The finish is a bit of a disappointment, with a whisper of astringency and a huge hit of coconut. Still, well done and fairly priced. Drink with steak.",NA,87,16,South Australia,McLaren Vale,NA,NA,NA,Ballast Stone Estate Wines 2006 Shiraz (McLaren Vale),Shiraz,Ballast Stone Estate Wines
15890,France,"This wine is named “the three brothers” after the owner's siblings. It is a tight, mineral-driven wine, although the citrus and apple fruit flavors are not far behind. With acidity and spice, the wine is rich and ready to drink.",Les Trois Frères,89,18,Provence,Côtes de Provence,NA,Roger Voss,@vossroger,Domaine des Aspras 2015 Les Trois Frères Rosé (Côtes de Provence),Rosé,Domaine des Aspras
10030,Italy,"Aromas of yellow flowers, lemon drop, nectarine, yellow peach and balsamic notes carry over to the palate along with pink grapefruit and mineral sensations. Crisp acidity gives balance and structure.",Terrantica,89,30,Southern Italy,Greco di Tufo,NA,Kerin O’Keefe,@kerinokeefe,I Favati 2011 Terrantica  (Greco di Tufo),Greco,I Favati
82301,Italy,"From one of Sicily's most powerful wine co-ops, this blend of Syrah and Nero d'Avola offers pretty fruit intensity, with layers of red cherry and blackberry. Subtle tones of spice, leather and bitter almond fill in the back.",Seligo,87,30,Sicily & Sardinia,Sicilia,NA,NA,NA,Settesoli 2011 Seligo Red (Sicilia),Red Blend,Settesoli
49735,Argentina,"Year by year, Salentein's top wines are improving. Primum is truly a fine wine, right up there with the country's best. It's harmonious and inviting, with cola, mineral, floral notes and honest black fruit aromas and flavors. The feel is secure and tight but also well balanced, with a touch of molasses but mostly just deep, driving black fruit. Muscular, intense and long on the finish. Drink now.",Primum,92,64,Mendoza Province,Uco Valley,NA,Michael Schachner,@wineschach,Salentein 2004 Primum Malbec (Uco Valley),Malbec,Salentein
12378,US,"The fruit has veered somewhat funky and stewy here, giving the wine a soft, lean quality that struggles to share its quiet undertones of cherry and vanilla.",Pestoni Family Estate,85,55,California,Rutherford,Napa,Virginie Boone,@vboone,Rutherford Grove 2009 Pestoni Family Estate Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Rutherford Grove
